INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD
1413,07/31/2005 05:51:00 PM,2005-70871,P052121132,DISTRICT 1,9826,INJURY TO PRISONER,1XX E MCMICKEN AV,39.1137572589693,-84.5147762654427,MALE,BLACK,ADULT,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-895,08/06/1997 03:10:00 AM,9700546,P972180172,DISTRICT 3,9825,CHEMICAL IRRITANT,31XX MOOSEWOOD AV,39.1410264734631,-84.5498039952826,MALE,BLACK,UNKNOWN,MALE,BLACK,MILLVALE,MILLVALE,MILLVALE
1315,07/06/2005 12:25:00 PM,2005-69343,P051870831,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,47XX ESTE AV,39.1777682832371,-84.5087675994318,MALE,BLACK,ADULT,MALE,WHITE,WINTON HILLS,WINTON HILLS,WINTON HILLS
-6675,02/14/2003 11:50:00 PM,20030096,P030451595,DISTRICT 3,9826,INJURY TO PRISONER,24XX MCBRAYER ST,39.1288083527087,-84.558246973751,MALE,BLACK,UNKNOWN,MALE,WHITE,SOUTH FAIRMOUNT,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
8493,06/22/2016 03:06:00 PM,2016-214470,LCP160622000939,DISTRICT 3,9826,INJURY TO PRISONER,24XX BEEKMAN ST,39.129275029403,-84.544068056695,MALE,BLACK,ADULT,MALE,WHITE,SOUTH FAIRMOUNT,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
7567,08/30/2014 12:09:00 AM,2014-194298,LCP140829002138,DISTRICT 5,9826,INJURY TO PRISONER,11XX GROESBECK RD,39.1949873287683,-84.537591914578,FEMALE,BLACK,ADULT,MALE,WHITE,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
7039,05/15/2013 03:15:00 PM,2013-183492,LCP130515001207,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX ROSS AV,39.1128762367916,-84.5737585796368,MALE,WHITE,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
9823,03/07/2019 12:31:00 AM,2019-245071,CPD190307000008,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX PURCELL AV CINCINNATI OH 45205,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
-7930,06/12/2004 01:59:00 PM,20040431,P041640854,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX CLAY ST,39.1121032375574,-84.5131651196746,MALE,BLACK,UNKNOWN,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
3570,11/16/2007 07:10:00 AM,2007-106137,P073200191,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1074299723178,-84.5092896587137,MALE,BLACK,ADULT,FEMALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-7859,05/24/2004 09:10:00 PM,20040359,P041451616,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,27XX QUEEN CITY AV,39.1332622656397,-84.5955676593356,FEMALE,WHITE,UNKNOWN,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
6621,09/02/2012 09:35:00 AM,2012-173483,LCP120902000424,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX PARKWOOD PL,39.1586291863063,-84.505322406403,MALE,BLACK,JUVENILE,MALE,BLACK,CLIFTON,CLIFTON,CLIFTON
-681,05/15/1997 12:19:00 AM,9700327,P971350007,DISTRICT 3,9826,INJURY TO PRISONER,17XX QUEEN CITY AV,39.1264224619736,-84.5555536024608,MALE,WHITE,UNKNOWN,MALE,WHITE,SOUTH FAIRMOUNT,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
9366,05/12/2018 12:19:00 AM,2018-235775,CPD180512000034,DISTRICT 5,9826,INJURY TO PRISONER,28XX CENTRAL PKWY,39.1342570756699,-84.5314453215287,FEMALE,BLACK,ADULT,FEMALE,BLACK,CUF,CLIFTON/UNIVERSITY HEIGHTS,CUF
4602,04/12/2009 01:02:00 AM,2009-128893,LCP090412000091,DISTRICT 4,9825,CHEMICAL IRRITANT,1XX MALVERN PL,39.1186350831239,-84.5098137592964,MALE,BLACK,ADULT,MALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
2909,01/26/2007 03:30:00 AM,2007-94015,P070260106,DISTRICT 3,9826,INJURY TO PRISONER,32XX WARSAW AV,39.1104612729244,-84.5637637565382,MALE,WHITE,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
4207,09/02/2008 09:23:00 PM,2008-119748,LCP080902001782,DISTRICT 2,9826,INJURY TO PRISONER,34XX WOODBURN AV,39.1403300868118,-84.4767241979085,MALE,BLACK,ADULT,FEMALE,WHITE,EVANSTON,EVANSTON,EVANSTON
-4822,03/29/2001 01:35:00 AM,20010240,P010880038,DISTRICT 1,9826,INJURY TO PRISONER,12XX CLAY ST,39.1090143320532,-84.5130204437522,MALE,WHITE,UNKNOWN,MALE,HISPANIC/LATINO,OVER-THE-RHINE,OVER-THE-RHINE,OTR
4755,04/11/2009 10:28:00 PM,2009-131803,LCP090411001607,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,33XX MCHENRY AV,39.1477185305873,-84.5723873036781,MALE,BLACK,ADULT,MALE,WHITE,EAST WESTWOOD,EAST  WESTWOOD,EAST WESTWOOD
3596,12/03/2007 08:27:00 PM,2007-106883,LCP071203001542,VORTEX UNIT,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX BURTON AV,39.1509847402903,-84.4838693794063,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE
-1082,09/24/1997 05:30:00 AM,9701323,P972670188,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,22XX QUEEN CITY AV,39.1275459695385,-84.576774116304,MALE,WHITE,UNKNOWN,MALE,WHITE,WEST PRICE HILL,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
2635,09/26/2006 04:47:00 PM,2006-88925,P062691188,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,35XX MCHENRY AV,39.1490326212013,-84.5651267780027,MALE,BLACK,JUVENILE,MALE,BLACK,EAST WESTWOOD,EAST  WESTWOOD,EAST WESTWOOD
2885,01/13/2007 03:40:00 AM,2007-93489,P070130268,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX RUTH AV,39.1386681941628,-84.4786207114485,MALE,BLACK,ADULT,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
2482,08/05/2006 01:43:00 PM,2006-85452,P062170699,DISTRICT 1,9826,INJURY TO PRISONER,14XX REPUBLIC ST,39.1098004367631,-84.5158731033865,MALE,WHITE,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2530,08/22/2006 02:43:00 PM,2006-87282,P062340988,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,21XX READING RD,39.120101279576,-84.500594425321,MALE,WHITE,ADULT,MALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
9814,04/04/2018 08:00:02 PM,2019-244583,CPD180404001402,DISTRICT 3,9826,INJURY TO PRISONER,26XX MONTANA AV,39.1544327285169,-84.5816602762554,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
9950,06/18/2019 05:09:00 AM,2019-247886,CPD190618000223,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX WEGMAN AV,39.122703875893,-84.581700425919,MALE,BLACK,ADULT,MALE,BLACK,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
6540,07/05/2012 12:20:00 AM,2012-171655,LCP120705000027,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,X E MCMILLAN ST,39.1274408322628,-84.5121562662884,MALE,BLACK,ADULT,MALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
9382,05/18/2018 12:15:00 PM,2018-235934,CPD180518000668,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX PLEASANT ST,39.1146709387537,-84.5192946287345,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
5311,05/27/2010 02:16:00 AM,2010-144136,LCP100527000144,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX WALNUT ST,39.1032280359108,-84.5114067579844,MALE,WHITE,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
7965,07/06/2015 11:15:00 AM,2015-203510,LCP150706000478,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,28XX HARRISON AV,39.1427276116921,-84.5949674425147,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
-8205,09/06/2004 10:11:00 PM,20040710,P042501575,DISTRICT 3,9826,INJURY TO PRISONER,7XX PURCELL AV,39.1053758380157,-84.5641634240035,MALE,BLACK,UNKNOWN,MALE,AMERICAN INDIAN,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
3736,01/18/2008 03:41:00 PM,2008-109552,LCP080118001037,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,15XX CHASE AV,39.1643559271395,-84.5373691132756,MALE,BLACK,JUVENILE,MALE,BLACK,NORTHSIDE,NORTHSIDE,NORTHSIDE
-6885,04/17/2003 08:35:00 PM,20030309,P031071609,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,23XX VICTORY PKWY,39.1244698858671,-84.4858955720464,MALE,WHITE,UNKNOWN,MALE,WHITE,EAST WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-7747,04/15/2004 02:15:00 PM,20040246,P041060919,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX FINDLAY ST,39.1157075667456,-84.5286825531274,MALE,BLACK,UNKNOWN,FEMALE,WHITE,WEST END,WEST  END,WEST END
541,12/14/2003 04:15:00 PM,2005-60346,PO32480768,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,4XX CARMALT ST,39.1179736224694,-84.5071787596647,FEMALE,BLACK,ADULT,MALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
-705,04/28/1997 11:30:00 PM,9700351,P971181471,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,16XX CALIFORNIA AV,39.1751161442071,-84.4702840708137,MALE,BLACK,UNKNOWN,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL
3219,05/15/2007 03:50:00 AM,2007-99473,P071350228,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,16XX MAIN ST,39.1134563320194,-84.5115574913511,MALE,WHITE,ADULT,MALE,WHITE,OVER-THE-RHINE,MOUNT  AUBURN,MOUNT AUBURN
4365,11/18/2008 08:50:00 PM,2008-123711,LCP081118001594,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX W 12TH ST,39.1084263963416,-84.5177297245682,FEMALE,BLACK,ADULT,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
5113,01/13/2010 07:10:00 PM,2010-139679,LCP100113001446,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX GLENWOOD AV,39.1490345357065,-84.497705382373,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE
-7918,06/02/2004 02:52:00 AM,20040419,P041540235,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,22XX BURNET AV,39.1211018809578,-84.5037229398344,MALE,BLACK,UNKNOWN,MALE,BLACK,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
6647,09/25/2012 05:26:00 AM,2012-174306,LCP120925000151,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,23XX BALTIMORE AV,39.1523400858696,-84.5633391150156,MALE,BLACK,JUVENILE,MALE,WHITE,EAST WESTWOOD,EAST  WESTWOOD,EAST WESTWOOD
308,11/11/2004 01:32:00 PM,2004-51745,P043160810,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX E 12TH ST,39.1103560648602,-84.5056136552193,MALE,BLACK,JUVENILE,FEMALE,WHITE,PENDLETON,PENDLETON,PENDLETON
7890,06/04/2015 02:16:00 PM,2015-202115,LCP150604000808,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX FAIRBANKS AV,39.109647592714,-84.5678341208948,MALE,BLACK,JUVENILE,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
9189,12/08/2017 11:02:00 AM,2017-231376,LCP171208000533,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,54XX HILLSIDE AV,39.0977227016361,-84.6601033226405,MALE,BLACK,ADULT,FEMALE,WHITE,RIVERSIDE,SAYLER  PARK,RIVERSIDE
561,09/17/2003 03:07:00 AM,2005-60474,P032600213,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,21XX HATMAKER ST,39.103406547226,-84.5517153899066,MALE,WHITE,ADULT,MALE,WHITE,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL
6728,10/13/2012 09:05:00 PM,2012-176605,LCP121013001369,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,12XX FRANKLIN AV,39.1742416759589,-84.4767668868427,FEMALE,BLACK,ADULT,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL
-7796,05/09/2004 01:10:00 AM,20040296,P041291640,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX E CLIFTON AV,39.1149748575162,-84.5125272501676,MALE,BLACK,UNKNOWN,MALE,HISPANIC/LATINO,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-1035,09/12/1997 09:30:00 PM,9701274,P972551368,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,7XX OAK ST,39.1302291925957,-84.4931095135213,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
2051,03/04/2006 09:11:00 PM,2006-79377,P060631560,DISTRICT 2,9826,INJURY TO PRISONER,47XX EASTERN AV,39.1208807617855,-84.4171449067621,MALE,WHITE,ADULT,MALE,WHITE,LINWOOD,LINWOOD,LINWOOD
2477,08/03/2006 06:45:00 PM,2006-86457,062151435,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,50XX PADDOCK RD,39.1776430003463,-84.4765745796145,MALE,WHITE,ADULT,MALE,BLACK,BOND HILL,BONDHILL,BOND HILL
5136,02/03/2010 01:00:00 AM,2010-140220,LCP100203000079,DISTRICT 1,9826,INJURY TO PRISONER,18XX RACE ST,39.1163533869333,-84.5178822565116,MALE,BLACK,ADULT,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
1224,06/11/2005 12:10:00 AM,2005-67920,P051620014,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,39XX VINE ST,39.1581630468142,-84.5039087713227,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE
2574,07/01/2006 12:22:00 AM,2006-87854,P061801966,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,5XX W LIBERTY ST,39.1144143089419,-84.526153205489,FEMALE,BLACK,ADULT,FEMALE,WHITE,WEST END,WEST  END,WEST END
-1981,10/01/1998 04:51:00 PM,9800742,P982740964,DISTRICT 3,9825,CHEMICAL IRRITANT,32XX BOWLING GREEN CT,39.1445639923281,-84.5535667986789,MALE,BLACK,UNKNOWN,MALE,WHITE,MILLVALE,MILLVALE,MILLVALE
6812,03/04/2013 06:21:00 PM,2013-178655,LCP130304001317,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX GOODMAN ST,39.1378452823833,-84.5041322007899,MALE,BLACK,ADULT,MALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE
7825,04/04/2015 10:08:00 PM,2015-200733,LCP150404001470,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,41XX DUMONT ST,39.1062884326136,-84.4324920789009,MALE,WHITE,ADULT,MALE,WHITE,EAST END,EAST  END,EAST END
4021,06/10/2008 11:40:00 PM,2008-115561,LCP080610002157,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,22XX CENTRAL PKWY,39.1209651328415,-84.529236537315,MALE,WHITE,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
6874,04/23/2013 04:13:00 PM,2013-180186,LCP130423001202,DISTRICT 2,9826,INJURY TO PRISONER,24XX RIVERSIDE DR,39.1241233819512,-84.4645483694777,MALE,WHITE,ADULT,MALE,WHITE,EAST END,EAST  END,EAST END
9989,07/12/2019 02:35:00 PM,2019-248603,CPD190712000905,DISTRICT 3,9826,INJURY TO PRISONER,61XX GLENWAY AV,39.144074787506,-84.6199826644179,FEMALE,BLACK,ADULT,FEMALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
-4024,08/05/2000 02:30:00 AM,20000720,P002180087,DISTRICT 1,9825,CHEMICAL IRRITANT,10XX SYCAMORE ST,39.1067499723178,-84.5080896587137,MALE,BLACK,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-731,06/11/1997 01:25:00 AM,9700377,P971620129,DISTRICT 1,9825,CHEMICAL IRRITANT,19XX RACE ST,39.1177333331114,-84.518155229991,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
4266,10/05/2008 09:17:00 PM,2008-121271,LCO081005001501,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX CLINTON SPRINGS AV,39.1575067590356,-84.5046305764466,MALE,BLACK,JUVENILE,FEMALE,BLACK,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE
-5583,10/20/2001 11:19:00 PM,20011008,P012931589,DISTRICT 2,9825,CHEMICAL IRRITANT,30XX MADISON RD,39.1513013951394,-84.432753236761,MALE,BLACK,UNKNOWN,MALE,WHITE,OAKLEY,OAKLEY,OAKLEY
360,10/04/2004 01:45:00 AM,2004-50049,#P042780138,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,43XX KELLOGG AV,39.099979515949,-84.4335005910197,MALE,BLACK,ADULT,MALE,WHITE,LINWOOD,EAST  END,EAST END
-6865,04/20/2003 01:47:00 AM,20030289,P031100105,DISTRICT 4,9825,CHEMICAL IRRITANT,12XX CHAPEL ST,39.1305849071512,-84.4831512933627,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-3833,06/20/2000 04:09:00 AM,20000526,P001720267,DISTRICT 3,9825,CHEMICAL IRRITANT,20XX HARKNESS ST,39.1405843230607,-84.5630192294215,MALE,BLACK,UNKNOWN,MALE,WHITE,NORTH FAIRMOUNT,NORTH FAIRMOUNT,EAST WESTWOOD
4765,06/29/2009 07:05:00 PM,2009-132277,LCP090629001543,DISTRICT 5,9826,INJURY TO PRISONER,42XX BROOKSIDE AV,39.164332487626,-84.5400584157712,MALE,BLACK,ADULT,FEMALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
676,05/23/2004 06:17:00 PM,2005-61053,PO41441109,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,7XX STATE AV,39.1044641423758,-84.5535077581265,MALE,WHITE,ADULT,MALE,BLACK,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL
-8206,09/08/2004 02:58:00 AM,20040711,P042520186,DISTRICT 4,9826,INJURY TO PRISONER,5XX HICKORY ST,39.1446586548775,-84.4955525471575,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-7536,01/02/2004 06:45:00 PM,20040035,P040021312,DISTRICT 2,9825,CHEMICAL IRRITANT,36XX WOODFORD RD,39.1808328191418,-84.4141283956117,MALE,BLACK,UNKNOWN,MALE,WHITE,KENNEDY HEIGHTS,KENNEDY  HEIGHTS,KENNEDY HEIGHTS
3940,05/09/2008 04:15:00 AM,2008-113910,LCP080509000219,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX E MCMILLAN ST,39.1263376189399,-84.4889960639544,MALE,BLACK,JUVENILE,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
2187,04/22/2006 02:47:00 PM,2006-81773,P061121036,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX W 13TH ST,39.1101570586719,-84.5159669875375,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-5626,11/11/2001 02:55:00 AM,20011055,P01315016,DISTRICT 5,9825,CHEMICAL IRRITANT,30XX COLERAIN AV,39.1380054003292,-84.5383904383639,FEMALE,WHITE,UNKNOWN,MALE,BLACK,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON
6164,10/20/2011 03:57:00 PM,2011-162363,LCP111020000959,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,X W CORRY ST,39.1283799903349,-84.5092861919407,MALE,BLACK,JUVENILE,MALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE
2238,05/08/2006 05:13:00 PM,2006-82450,P061281164,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,36XX WARSAW AV,39.1110889964261,-84.5716793925256,MALE,WHITE,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
4639,04/24/2009 10:26:00 PM,2009-129485,P090424002149,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,19XX CONNECTICUT AV,39.2000689193479,-84.5560000739714,MALE,BLACK,ADULT,MALE,WHITE,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
-1208,12/08/1997 08:08:00 PM,9701457,P973420892,DISTRICT 5,9825,CHEMICAL IRRITANT,25XX ADDISON ST,39.1266230615665,-84.5322351383562,MALE,BLACK,UNKNOWN,FEMALE,WHITE,CUF,CLIFTON/UNIVERSITY HEIGHTS,CUF
3038,03/21/2007 10:20:00 PM,2007-96055,P070801929,DISTRICT 3,9826,INJURY TO PRISONER,31XX WARSAW AV,39.1094981365011,-84.5634819743377,MALE,BLACK,JUVENILE,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
899,03/11/2005 04:35:00 PM,2005-63072,P050700724,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX W 15TH ST,39.1119307459584,-84.5184629431994,MALE,BLACK,ADULT,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2952,02/13/2007 10:16:00 PM,2007-94657,P070441626,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,71XX EASTLAWN DR,39.1913531041958,-84.4568015428159,MALE,BLACK,ADULT,MALE,BLACK,ROSELAWN,ROSELAWN,ROSELAWN
-3919,07/14/2000 06:29:00 PM,20000615,P001961196,DISTRICT 1,9825,CHEMICAL IRRITANT,3XX EZZARD CHARLES DR,39.1100020012991,-84.521809034775,MALE,BLACK,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END
-5242,06/29/2001 11:50:00 PM,20010662,P011801931,DISTRICT 4,9825,CHEMICAL IRRITANT,77XX READING RD,39.2030159939235,-84.4557541719597,MALE,BLACK,UNKNOWN,MALE,BLACK,ROSELAWN,ROSELAWN,ROSELAWN
1836,12/02/2005 06:55:00 PM,2005-76546,P0533361353,DISTRICT 3,9826,INJURY TO PRISONER,24XX HARRISON AV,39.1393953141682,-84.5817406816759,MALE,WHITE,ADULT,FEMALE,BLACK,WESTWOOD,WESTWOOD,WESTWOOD
-4535,12/17/2000 05:20:00 PM,20001233,P003520920,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX GREEN ST,39.1134381044754,-84.5200174116637,FEMALE,WHITE,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
3984,05/30/2008 12:27:00 AM,2008-114836,LCP080530000026,DISTRICT 3,9826,INJURY TO PRISONER,10XX STURM ST,39.1108103710024,-84.5723968428469,MALE,BLACK,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
9853,03/31/2019 12:04:00 PM,2019-245649,CPD090331000544,DISTRICT 3,8223,WEAPON DISCHARGE AT AN ANIMAL,47XX HIGHRIDGE AV,39.1136353475588,-84.5980384731764,MALE,WHITE,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
8394,03/07/2016 12:45:00 PM,2016-212104,LCPLCP160307000,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,50XX MADISON RD,39.1640006214619,-84.4079827151978,MALE,BLACK,JUVENILE,MALE,BLACK,MADISONVILLE,MADISONVILLE,MADISONVILLE
5329,06/08/2010 02:30:00 AM,2010-144549,LCP100608000179,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,53XX BAHAMA TER,39.1884207787041,-84.5669451581574,MALE,BLACK,ADULT,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY
8743,01/14/2017 04:06:00 PM,2017-220934,LCP170114000790,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,35XX MADISON RD,39.1605458524271,-84.4226918516459,MALE,WHITE,ADULT,MALE,BLACK,OAKLEY,OAKLEY,OAKLEY
-6049,05/28/2002 12:37:00 AM,20020302,P021480020,DISTRICT 1,9825,CHEMICAL IRRITANT,XX MERCER ST,39.1110640303865,-84.5151369553366,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
794,02/04/2005 06:33:00 PM,2005-61776,P050351470,DISTRICT 3,9826,INJURY TO PRISONER,9XX CHATEAU AV,39.1076024406021,-84.5608877865496,MALE,BLACK,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
1153,05/20/2005 01:10:00 PM,2005-66775,P051400780,DISTRICT 1,9826,INJURY TO PRISONER,1XX GREEN ST,39.1143308281314,-84.5191010128528,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
5976,06/22/2011 02:20:00 AM,2011-158335,LCP110622000137,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX YORK ST,39.1177144152291,-84.5318328949143,MALE,BLACK,ADULT,MALE,BLACK,WEST END,WEST  END,WEST END
